id,sepallengthcm,sepalwidthcm,petallengthcm,petalwidthcm,missing_count,missing_ratio,numeric_mean,numeric_std,numeric_sum,numeric_range,numeric_nonzero_count,numeric_positive_count,id_zscore,sepallengthcm_zscore,sepalwidthcm_zscore,petallengthcm_zscore,petalwidthcm_zscore,species_length,species_word_count,species_Iris-setosa,species_Iris-versicolor,species_Iris-virginica
124,6.3,2.7,4.9,1.8,0,0.0,19.95714285714286,45.9387584051803,139.70000000000002,124.0,5,5,1.1163445550379658,0.5514857464123619,-0.8164313754206755,0.6468601929715901,0.7879510835334028,14,1,False,False,True
125,6.7,3.3,5.7,2.1,0,0.0,20.4,46.19624804389782,142.79999999999998,125.0,5,5,1.1393619685439034,1.0345389549487383,0.5673506168177563,1.1002668702881249,1.181053065340533,14,1,False,False,True
126,7.2,3.2,6.0,1.8,0,0.0,20.599999999999998,46.559639173859594,144.2,126.0,5,5,1.1623793820498407,1.638355465619208,0.3367202847780184,1.2702943742818253,0.7879510835334028,14,1,False,False,True
127,6.2,2.8,4.8,1.8,0,0.0,20.371428571428574,47.07546120452829,142.60000000000002,127.0,5,5,1.1853967955557783,0.43072244427826833,-0.5858010433809375,0.590184358307023,0.7879510835334028,14,1,False,False,True
128,6.1,3.0,4.9,1.8,0,0.0,20.542857142857144,47.44013269876246,143.8,128.0,5,5,1.2084142090617156,0.3099591421441737,-0.12454037930145956,0.6468601929715901,0.7879510835334028,14,1,False,False,True
129,6.4,2.8,5.6,2.1,0,0.0,20.842857142857145,47.75736791821959,145.9,129.0,5,5,1.2314316225676532,0.6722490485464565,-0.5858010433809375,1.0435910356235578,1.181053065340533,14,1,False,False,True
130,7.2,3.0,5.8,1.6,0,0.0,21.085714285714285,48.1054199500579,147.6,130.0,5,5,1.2544490360735905,1.638355465619208,-0.12454037930145956,1.1569427049526915,0.5258830956619828,14,1,False,False,True
131,7.4,2.8,6.1,1.9,0,0.0,21.314285714285717,48.44985134381833,149.20000000000002,131.0,5,5,1.277466449579528,1.8798820698873964,-0.5858010433809375,1.326970208946392,0.9189850774691126,14,1,False,False,True
132,7.9,3.8,6.4,2.0,0,0.0,21.72857142857143,48.7183987929856,152.10000000000002,132.0,5,5,1.3004838630854654,2.483698580557866,1.7205022770164502,1.4969977129400929,1.0500190714048228,14,1,False,False,True
133,6.4,2.8,5.6,2.2,0,0.0,21.428571428571427,49.260725203949725,150.0,133.0,5,5,1.323501276591403,0.6722490485464565,-0.5858010433809375,1.0435910356235578,1.312087059276243,14,1,False,False,True
134,6.3,2.8,5.1,1.5,0,0.0,21.38571428571429,49.71644357659508,149.70000000000002,134.0,5,5,1.3465186900973403,0.5514857464123619,-0.5858010433809375,0.7602118623007235,0.3948491017262727,14,1,False,False,True
135,6.1,2.6,5.6,1.4,0,0.0,21.52857142857143,50.09646408965122,150.7,135.0,5,5,1.3695361036032776,0.3099591421441737,-1.0470617074604145,1.0435910356235578,0.26381510779056255,14,1,False,False,True
136,7.7,3.0,6.1,2.3,0,0.0,22.157142857142855,50.282894942609694,155.1,136.0,5,5,1.3925535171092152,2.242171976289678,-0.12454037930145956,1.326970208946392,1.4431210532119525,14,1,False,False,True
137,6.3,3.4,5.6,2.4,0,0.0,22.1,50.725568832033154,154.70000000000002,137.0,5,5,1.4155709306151525,0.5514857464123619,0.7979809488574954,1.0435910356235578,1.5741550471476626,14,1,False,False,True
138,6.4,3.1,5.5,1.8,0,0.0,22.114285714285717,51.16113201026174,154.8,138.0,5,5,1.43858834412109,0.6722490485464565,0.10608995273827942,0.9869152009589911,0.7879510835334028,14,1,False,False,True
139,6.0,3.0,4.8,1.8,0,0.0,22.08571428571429,51.60398655696503,154.60000000000002,139.0,5,5,1.4616057576270274,0.1891958400100801,-0.12454037930145956,0.590184358307023,0.7879510835334028,14,1,False,False,True
140,6.9,3.1,5.4,2.1,0,0.0,22.5,51.87652005805067,157.5,140.0,5,5,1.484623171132965,1.2760655592169263,0.10608995273827942,0.9302393662944244,1.181053065340533,14,1,False,False,True
141,6.7,3.1,5.6,2.4,0,0.0,22.685714285714283,52.233655452253785,158.79999999999998,141.0,5,5,1.5076405846389023,1.0345389549487383,0.10608995273827942,1.0435910356235578,1.5741550471476626,14,1,False,False,True
142,6.9,3.1,5.1,2.3,0,0.0,22.771428571428572,52.63515030489651,159.4,142.0,5,5,1.5306579981448398,1.2760655592169263,0.10608995273827942,0.7602118623007235,1.4431210532119525,14,1,False,False,True
143,5.8,2.7,5.1,1.9,0,0.0,22.642857142857142,53.120393357694475,158.5,143.0,5,5,1.5536754116507772,-0.052330764258108065,-0.8164313754206755,0.7602118623007235,0.9189850774691126,14,1,False,False,True
144,6.8,3.2,5.9,2.3,0,0.0,23.171428571428574,53.34506269830146,162.20000000000002,144.0,5,5,1.5766928251567147,1.1553022570828317,0.3367202847780184,1.2136185396172587,1.4431210532119525,14,1,False,False,True
145,6.7,3.3,5.7,2.5,0,0.0,23.314285714285713,53.71937665844075,163.2,145.0,5,5,1.599710238662652,1.0345389549487383,0.5673506168177563,1.1002668702881249,1.7051890410833728,14,1,False,False,True
146,6.7,3.0,5.2,2.3,0,0.0,23.314285714285713,54.156145498346675,163.2,146.0,5,5,1.6227276521685896,1.0345389549487383,-0.12454037930145956,0.8168876969652906,1.4431210532119525,14,1,False,False,True
147,6.3,2.5,5.0,1.9,0,0.0,23.242857142857144,54.62285410408532,162.70000000000002,147.0,5,5,1.645745065674527,0.5514857464123619,-1.2776920395001534,0.7035360276361569,0.9189850774691126,14,1,False,False,True
148,6.5,3.0,5.2,2.0,0,0.0,23.52857142857143,54.94108099548444,164.7,148.0,5,5,1.6687624791804645,0.7930123506805501,-0.12454037930145956,0.8168876969652906,1.0500190714048228,14,1,False,False,True
149,6.2,3.4,5.4,2.3,0,0.0,23.75714285714286,55.279045371124646,166.3,149.0,5,5,1.6917798926864018,0.43072244427826833,0.7979809488574954,0.9302393662944244,1.4431210532119525,14,1,False,False,True
150,5.9,3.0,5.1,1.8,0,0.0,23.685714285714287,55.7464028307785,165.8,150.0,5,5,1.7147973061923394,0.06843253787598656,-0.12454037930145956,0.7602118623007235,0.7879510835334028,14,1,False,False,True
